# Ir,Pd,Pt,Rh,Ru,fd,fd_se
0.00,0.10,0.00,0.50,0.40,0.000000,0.000000
0.00,0.10,0.00,0.40,0.50,0.000000,0.000000
0.00,0.10,0.00,0.30,0.60,0.000000,0.000000
0.00,0.10,0.00,0.20,0.70,0.000000,0.000000
0.00,0.10,0.00,0.10,0.80,0.000000,0.000000
0.00,0.10,0.00,0.00,0.90,0.000000,0.000000
0.00,0.00,1.00,0.00,0.00,1.000000,0.000000
0.00,0.00,0.90,0.10,0.00,0.902027,0.008344
0.00,0.00,0.90,0.00,0.10,0.687162,0.013706
0.00,0.00,0.80,0.20,0.00,0.797973,0.017273
0.00,0.00,0.80,0.10,0.10,0.640541,0.017671
0.00,0.00,0.80,0.00,0.20,0.505405,0.017345
0.00,0.00,0.70,0.30,0.00,0.684459,0.021727
0.00,0.00,0.70,0.20,0.10,0.559459,0.021806
0.00,0.00,0.70,0.10,0.20,0.443243,0.016146
0.00,0.00,0.70,0.00,0.30,0.390541,0.029464
0.00,0.00,0.60,0.40,0.00,0.576351,0.027396
0.00,0.00,0.60,0.30,0.10,0.475000,0.034874
0.00,0.00,0.60,0.20,0.20,0.410811,0.015975
0.00,0.00,0.60,0.10,0.30,0.366892,0.027707
0.00,0.00,0.60,0.00,0.40,0.334459,0.024641
0.00,0.00,0.50,0.50,0.00,0.487838,0.029657
0.00,0.00,0.50,0.40,0.10,0.385135,0.019407
0.00,0.00,0.50,0.30,0.20,0.377703,0.013488
0.00,0.00,0.50,0.20,0.30,0.312162,0.009411
0.00,0.00,0.50,0.10,0.40,0.285811,0.016468
0.00,0.00,0.50,0.00,0.50,0.283784,0.015846
0.00,0.00,0.40,0.60,0.00,0.376351,0.008385
0.00,0.00,0.40,0.50,0.10,0.349324,0.016606
0.00,0.00,0.40,0.40,0.20,0.328378,0.016356
0.00,0.00,0.40,0.30,0.30,0.276351,0.006874
0.00,0.00,0.40,0.20,0.40,0.233784,0.008234
0.00,0.00,0.40,0.10,0.50,0.235135,0.014826
0.00,0.00,0.40,0.00,0.60,0.231081,0.013067
0.00,0.00,0.30,0.70,0.00,0.311486,0.010811
0.00,0.00,0.30,0.60,0.10,0.281081,0.009815
0.00,0.00,0.30,0.50,0.20,0.244595,0.004849
0.00,0.00,0.30,0.40,0.30,0.230405,0.013905
0.00,0.00,0.30,0.30,0.40,0.183784,0.018181
0.00,0.00,0.30,0.20,0.50,0.190541,0.008108
0.00,0.00,0.30,0.10,0.60,0.209459,0.012087
0.00,0.00,0.30,0.00,0.70,0.206757,0.007198
0.00,0.00,0.20,0.80,0.00,0.209459,0.013171
0.00,0.00,0.20,0.70,0.10,0.214189,0.004607
0.00,0.00,0.20,0.60,0.20,0.172297,0.017457
0.00,0.00,0.20,0.50,0.30,0.173649,0.009411
0.00,0.00,0.20,0.40,0.40,0.153378,0.009826
0.00,0.00,0.20,0.30,0.50,0.171622,0.008094
0.00,0.00,0.20,0.20,0.60,0.165541,0.011944
0.00,0.00,0.20,0.10,0.70,0.150676,0.004082
0.00,0.00,0.20,0.00,0.80,0.163514,0.014397
0.00,0.00,0.10,0.90,0.00,0.135811,0.005277
0.00,0.00,0.10,0.80,0.10,0.124324,0.007807
0.00,0.00,0.10,0.70,0.20,0.091216,0.008480
0.00,0.00,0.10,0.60,0.30,0.097973,0.014253
0.00,0.00,0.10,0.50,0.40,0.111486,0.007087
0.00,0.00,0.10,0.40,0.50,0.091892,0.010811
0.00,0.00,0.10,0.30,0.60,0.105405,0.007880
0.00,0.00,0.10,0.20,0.70,0.100676,0.015010
0.00,0.00,0.10,0.10,0.80,0.093243,0.008653
0.00,0.00,0.10,0.00,0.90,0.105405,0.010380
0.00,0.00,0.00,1.00,0.00,0.000000,0.000000
0.00,0.00,0.00,0.90,0.10,0.000000,0.000000
0.00,0.00,0.00,0.80,0.20,0.000000,0.000000
0.00,0.00,0.00,0.70,0.30,0.000000,0.000000
0.00,0.00,0.00,0.60,0.40,0.000000,0.000000
0.00,0.00,0.00,0.50,0.50,0.000000,0.000000
0.00,0.00,0.00,0.40,0.60,0.000000,0.000000
0.00,0.00,0.00,0.30,0.70,0.000000,0.000000
0.00,0.00,0.00,0.20,0.80,0.000000,0.000000
0.00,0.00,0.00,0.10,0.90,0.000000,0.000000
0.00,0.00,0.00,0.00,1.00,0.000000,0.000000
