# Ag,Au,Cu,Ir,Pd,Pt,Rh,Ru,n_Ag,n_Au,n_Cu,n_Ir,n_Pd,n_Pt,n_Rh,n_Ru,dE,CN,db_rowidx
0,1,0,0,0,0,0,0,1,2,0,2,0,0,1,0,0.309630,6,786
0,0,1,0,0,0,0,0,1,2,0,2,0,0,1,0,0.107675,6,787
0,0,0,0,1,0,0,0,1,2,0,2,0,0,1,0,0.156949,6,789
0,0,0,0,0,1,0,0,1,2,0,2,0,0,1,0,-0.024514,6,790
0,0,0,0,0,0,1,0,1,2,0,2,0,0,1,0,-0.314105,6,791
1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0.495554,6,794
1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0.500367,6,803
0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0.498963,6,804
0,0,1,0,0,0,0,0,0,1,0,2,1,1,0,1,0.455468,6,805
0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,1,0.008417,6,810
0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0.373482,6,813
0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,1,-0.002649,6,814
0,0,0,1,0,0,0,0,2,0,1,1,0,0,1,1,-0.893908,6,815
0,0,0,0,1,0,0,0,2,0,1,1,0,0,1,1,0.167953,6,816
0,0,0,0,0,0,1,0,2,0,1,1,0,0,1,1,-0.418731,6,817
0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,1,-0.987469,6,818
0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,1,-0.771078,6,819
1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0.392540,6,821
0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0.509693,6,822
0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,1,0.268070,6,823
0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,1,0.358890,6,824
0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,1,0.194468,6,825
0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,1,-0.186905,6,826
0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,1,-0.771739,6,827
0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,1,-0.678967,6,828
1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0.285813,6,830
0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0.353872,6,831
0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,1,0.007781,6,832
0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,1,-1.403216,6,833
0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,1,0.078441,6,834
0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,1,-0.184583,6,835
0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,1,-1.448312,6,836
0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,3,0.235922,6,837
1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0.370721,6,839
0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0.431879,6,840
0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,3,0.143543,6,841
0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,3,-1.050088,6,842
0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,0.017911,6,843
0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,3,-0.422481,6,844
0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3,-1.090588,6,845
0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,0,0.121348,6,846
1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0.649974,6,848
0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0.740817,6,849
0,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0.521272,6,850
0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,0,-0.350019,6,851
0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,0,0.580651,6,852
0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,0,0.485385,6,853
0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,0,-0.367624,6,854
0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,1,-0.452247,6,855
1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0.446352,6,857
0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0.576093,6,858
0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,0.337939,6,859
0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,1,0.456925,6,860
0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,1,0.363663,6,861
0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,1,0.006636,6,862
0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,-0.492617,6,863
1,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0.486580,6,864
0,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0.490499,6,866
0,0,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0.466182,6,867
0,0,0,1,0,0,0,0,0,1,0,4,0,0,1,0,-0.381079,6,868
0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,0.530662,6,869
0,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0.363480,6,870
0,0,0,0,0,0,1,0,0,1,0,4,0,0,1,0,0.134358,6,871
0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,-0.287837,6,872
0,1,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0.376588,6,873
1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0.344092,6,875
0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,1,0.278347,6,876
0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,1,-0.777937,6,877
0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,1,0.314845,6,878
0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,1,0.109657,6,879
0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,1,-0.154177,6,880
0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,1,-0.629698,6,881
0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,1,0.533098,6,882
1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0.599406,6,884
0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0.586579,6,885
0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,1,-0.554277,6,886
0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1,0.422688,6,887
0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,1,0.267309,6,888
0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,1,-0.075935,6,889
0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,1,-0.500545,6,890
0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,1,0.319142,6,891
1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0.387747,6,893
0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0.369883,6,894
0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,1,0.340716,6,895
0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,1,-0.770073,6,896
0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0.097638,6,897
0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,1,-0.167945,6,898
0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,-0.673357,6,899
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,3,0.518324,7,0
1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,0.493174,7,2
0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,3,0.304406,7,5
0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,3,0.441927,7,9
0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,3,0.210824,7,11
1,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1,0.502573,7,17
0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,1,0.595652,7,20
1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,0.540281,7,36
0,1,0,0,0,0,0,0,1,2,0,0,2,0,1,1,0.699579,7,38
0,0,1,0,0,0,0,0,1,2,0,0,2,0,1,1,0.279661,7,40
0,0,0,1,0,0,0,0,1,2,0,0,2,0,1,1,-0.587919,7,42
0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,1,0.398599,7,44
0,0,0,0,0,1,0,0,1,2,0,0,2,0,1,1,0.305653,7,46
0,0,0,0,0,0,0,1,1,2,0,0,2,0,1,1,-0.585031,7,49
1,0,0,0,0,0,0,0,1,3,0,1,1,0,1,0,0.572823,7,51
0,1,0,0,0,0,0,0,1,3,0,1,1,0,1,0,0.669960,7,54
0,0,1,0,0,0,0,0,1,3,0,1,1,0,1,0,0.355058,7,56
0,0,0,1,0,0,0,0,1,3,0,1,1,0,1,0,-0.668072,7,58
0,0,0,0,1,0,0,0,1,3,0,1,1,0,1,0,0.414537,7,60
0,0,0,0,0,1,0,0,1,3,0,1,1,0,1,0,0.293761,7,62
0,0,0,0,0,0,1,0,1,3,0,1,1,0,1,0,-0.193242,7,64
0,0,0,0,0,0,0,1,1,3,0,1,1,0,1,0,-0.803172,7,66
0,0,0,1,0,0,0,0,0,1,3,2,1,0,0,0,-0.590451,7,68
1,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0.558011,7,70
0,1,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0.675151,7,72
0,0,1,0,0,0,0,0,0,1,3,2,1,0,0,0,0.474771,7,74
0,0,0,0,1,0,0,0,0,1,3,2,1,0,0,0,0.503805,7,77
0,0,0,0,0,1,0,0,0,1,3,2,1,0,0,0,0.364987,7,79
0,0,0,0,0,0,1,0,0,1,3,2,1,0,0,0,-0.098737,7,81
0,0,0,0,0,0,0,1,0,1,3,2,1,0,0,0,-0.642229,7,83
0,0,0,0,0,0,1,0,0,1,0,3,0,1,2,0,0.413274,7,85
1,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0.675878,7,87
0,1,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0.765179,7,89
0,0,1,0,0,0,0,0,0,1,0,3,0,1,2,0,0.618787,7,91
0,0,0,1,0,0,0,0,0,1,0,3,0,1,2,0,0.121670,7,93
0,0,0,0,1,0,0,0,0,1,0,3,0,1,2,0,0.710820,7,95
0,0,0,0,0,1,0,0,0,1,0,3,0,1,2,0,0.693308,7,97
0,0,0,0,0,0,0,1,0,1,0,3,0,1,2,0,0.160019,7,100
0,0,1,0,0,0,0,0,1,0,2,0,1,1,1,1,0.488628,7,102
1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,1,0.545995,7,104
0,1,0,0,0,0,0,0,1,0,2,0,1,1,1,1,0.728552,7,106
0,0,0,1,0,0,0,0,1,0,2,0,1,1,1,1,-0.621419,7,109
0,0,0,0,1,0,0,0,1,0,2,0,1,1,1,1,0.488396,7,111
0,0,0,0,0,1,0,0,1,0,2,0,1,1,1,1,0.392185,7,113
0,0,0,0,0,0,1,0,1,0,2,0,1,1,1,1,-0.122490,7,115
0,0,0,0,0,0,0,1,1,0,2,0,1,1,1,1,-0.769569,7,117
0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,1,0.761395,7,119
1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0.736304,7,121
0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0.984046,7,123
0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,1,0.266352,7,126
0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,1,0.824535,7,128
0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,1,0.906349,7,130
0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,1,0.500998,7,132
0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,1,0.130599,7,134
0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,1,0.653435,7,136
1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0.676554,7,138
0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0.708774,7,140
0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,0.012804,7,143
0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,1,0.647490,7,145
0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,1,0.585471,7,147
0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,1,0.357002,7,149
0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,1,0.097328,7,151
0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,1,0.378342,7,153
1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,1,0.422830,7,155
0,1,0,0,0,0,0,0,0,3,2,0,1,0,0,1,0.572166,7,157
0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,1,0.275761,7,159
0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,1,-0.979826,7,161
0,0,0,0,0,1,0,0,0,3,2,0,1,0,0,1,0.188229,7,164
0,0,0,0,0,0,1,0,0,3,2,0,1,0,0,1,-0.314407,7,166
0,0,0,0,0,0,0,1,0,3,2,0,1,0,0,1,-1.064610,7,168
0,0,1,0,0,0,0,0,2,1,1,0,0,0,3,0,0.262309,7,170
1,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0.497781,7,172
0,1,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0.646001,7,174
0,0,0,1,0,0,0,0,2,1,1,0,0,0,3,0,-1.071521,7,177
0,0,0,0,1,0,0,0,2,1,1,0,0,0,3,0,0.263144,7,179
0,0,0,0,0,1,0,0,2,1,1,0,0,0,3,0,0.081786,7,181
0,0,0,0,0,0,1,0,2,1,1,0,0,0,3,0,-0.576063,7,183
0,0,0,0,0,0,0,1,2,1,1,0,0,0,3,0,-1.225639,7,185
1,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0.295249,7,187
0,1,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0.410133,7,190
0,0,1,0,0,0,0,0,4,0,0,0,0,2,1,0,0.227089,7,192
0,0,0,1,0,0,0,0,4,0,0,0,0,2,1,0,-1.575723,7,194
0,0,0,0,1,0,0,0,4,0,0,0,0,2,1,0,0.106531,7,196
0,0,0,0,0,1,0,0,4,0,0,0,0,2,1,0,-0.160386,7,198
0,0,0,0,0,0,1,0,4,0,0,0,0,2,1,0,-0.841587,7,200
0,0,0,0,0,0,0,1,4,0,0,0,0,2,1,0,-1.804557,7,202
0,0,0,0,0,1,0,0,0,1,0,1,0,2,1,2,0.899685,7,204
1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,0.817565,7,206
0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,2,0.966404,7,208
0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,2,0.766258,7,210
0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,2,0.279975,7,212
0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,2,0.893038,7,214
0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,2,0.600495,7,217
0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,2,0.274149,7,219
1,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0.142534,7,223
0,1,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0.243155,7,225
0,0,1,0,0,0,0,0,5,1,0,1,0,0,0,0,-0.042432,7,227
0,0,0,0,1,0,0,0,5,1,0,1,0,0,0,0,0.050938,7,230
0,0,0,0,0,1,0,0,5,1,0,1,0,0,0,0,-0.217399,7,232
0,0,0,1,0,0,0,0,3,1,0,1,1,0,0,1,-0.785361,7,238
1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,1,0.604132,7,240
0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,1,0.764512,7,242
0,0,0,0,0,0,1,0,3,1,0,1,1,0,0,1,-0.225573,7,251
0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,1,-0.866233,7,253
0,0,0,0,0,0,0,1,0,3,0,0,0,1,2,1,-1.073792,7,255
1,0,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0.487042,7,257
0,1,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0.528809,7,259
0,0,1,0,0,0,0,0,0,3,0,0,0,1,2,1,0.272776,7,261
0,0,0,1,0,0,0,0,0,3,0,0,0,1,2,1,-1.008911,7,263
0,0,0,0,1,0,0,0,0,3,0,0,0,1,2,1,0.297582,7,265
0,0,0,0,0,1,0,0,0,3,0,0,0,1,2,1,0.072262,7,267
0,0,0,0,0,0,1,0,0,3,0,0,0,1,2,1,-0.391494,7,269
0,0,0,0,0,0,0,1,0,1,0,1,1,2,2,0,-0.494099,7,272
1,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0.656371,7,274
0,1,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0.717449,7,276
0,0,1,0,0,0,0,0,0,1,0,1,1,2,2,0,0.641393,7,278
0,0,0,1,0,0,0,0,0,1,0,1,1,2,2,0,-0.492592,7,280
0,0,0,0,1,0,0,0,0,1,0,1,1,2,2,0,0.548658,7,282
0,0,0,0,0,1,0,0,0,1,0,1,1,2,2,0,0.410681,7,284
0,0,0,0,0,0,1,0,0,1,0,1,1,2,2,0,0.029934,7,286
0,0,0,0,1,0,0,0,1,2,0,2,2,0,0,0,0.363841,7,289
1,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0.571892,7,291
0,1,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0.606818,7,293
0,0,1,0,0,0,0,0,1,2,0,2,2,0,0,0,0.361274,7,295
0,0,0,1,0,0,0,0,1,2,0,2,2,0,0,0,-0.989453,7,297
0,0,0,0,0,1,0,0,1,2,0,2,2,0,0,0,0.127870,7,300
0,0,0,0,0,0,1,0,1,2,0,2,2,0,0,0,-0.339572,7,302
0,0,0,0,0,0,0,1,1,2,0,2,2,0,0,0,-0.994557,7,304
0,0,0,0,0,0,1,0,1,0,0,1,0,1,4,0,-0.061007,7,306
1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0.584012,7,308
0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0.777675,7,310
0,0,1,0,0,0,0,0,1,0,0,1,0,1,4,0,0.450161,7,312
0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0,-0.547937,7,314
0,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0,0.525992,7,316
0,0,0,0,0,1,0,0,1,0,0,1,0,1,4,0,0.427603,7,318
0,0,0,0,0,0,0,1,1,0,0,1,0,1,4,0,-0.680236,7,321
0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,2,-0.007624,7,323
1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,2,0.616762,7,325
0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,2,0.937184,7,327
0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,2,0.550047,7,329
0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,2,0.757870,7,332
0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,2,0.797103,7,334
0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,2,0.341713,7,336
0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,2,-0.143749,7,338
0,0,0,1,0,0,0,0,1,3,1,1,0,0,0,1,-1.157596,7,340
1,0,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0.382333,7,342
0,1,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0.451969,7,344
0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,1,0.206791,7,346
0,0,0,0,1,0,0,0,1,3,1,1,0,0,0,1,0.278583,7,349
0,0,0,0,0,1,0,0,1,3,1,1,0,0,0,1,0.032105,7,351
0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,1,-0.445117,7,353
0,1,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0.438747,7,357
1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0.403484,7,359
0,0,1,0,0,0,0,0,0,2,2,0,1,0,1,1,0.341236,7,362
0,0,0,1,0,0,0,0,0,2,2,0,1,0,1,1,-0.991576,7,364
0,0,0,0,1,0,0,0,0,2,2,0,1,0,1,1,0.271487,7,366
0,0,0,0,0,1,0,0,0,2,2,0,1,0,1,1,0.062803,7,368
0,0,0,0,0,0,1,0,0,2,2,0,1,0,1,1,-0.436355,7,370
0,0,0,0,0,0,1,0,3,1,0,0,0,1,1,1,-0.398259,7,374
1,0,0,0,0,0,0,0,3,1,0,0,0,1,1,1,0.521762,7,376
0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,1,0.593191,7,378
0,0,1,0,0,0,0,0,3,1,0,0,0,1,1,1,0.388565,7,380
0,0,0,1,0,0,0,0,3,1,0,0,0,1,1,1,-0.939554,7,382
0,0,0,0,1,0,0,0,3,1,0,0,0,1,1,1,0.344761,7,384
0,0,0,0,0,1,0,0,3,1,0,0,0,1,1,1,0.165216,7,386
0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,1,-1.077660,7,389
0,1,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0.401819,7,391
1,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0.257067,7,393
0,0,1,0,0,0,0,0,0,1,4,1,0,1,0,0,0.066410,7,396
0,0,0,1,0,0,0,0,0,1,4,1,0,1,0,0,-1.254954,7,398
0,0,0,0,1,0,0,0,0,1,4,1,0,1,0,0,0.199468,7,400
0,0,0,0,0,1,0,0,0,1,4,1,0,1,0,0,-0.022650,7,402
0,0,0,0,0,0,1,0,0,1,4,1,0,1,0,0,-0.575336,7,404
0,0,0,0,0,0,0,1,0,1,4,1,0,1,0,0,-1.408962,7,406
0,0,0,0,0,0,0,1,2,1,0,0,2,1,1,0,-1.533070,7,408
1,0,0,0,0,0,0,0,2,1,0,0,2,1,1,0,0.551967,7,410
0,1,0,0,0,0,0,0,2,1,0,0,2,1,1,0,0.651229,7,412
0,0,1,0,0,0,0,0,2,1,0,0,2,1,1,0,0.350027,7,414
0,0,0,1,0,0,0,0,2,1,0,0,2,1,1,0,-1.350056,7,416
0,0,0,0,1,0,0,0,2,1,0,0,2,1,1,0,0.286105,7,418
0,0,0,0,0,1,0,0,2,1,0,0,2,1,1,0,0.028887,7,420
0,0,0,0,0,0,1,0,2,1,0,0,2,1,1,0,-0.612912,7,422
0,0,0,1,0,0,0,0,2,0,0,4,0,0,1,0,-0.410347,7,425
1,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0.592983,7,427
0,1,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0.718210,7,429
0,0,1,0,0,0,0,0,2,0,0,4,0,0,1,0,0.537670,7,431
0,0,0,0,1,0,0,0,2,0,0,4,0,0,1,0,0.610278,7,434
0,0,0,0,0,1,0,0,2,0,0,4,0,0,1,0,0.505385,7,436
0,0,0,0,0,0,1,0,2,0,0,4,0,0,1,0,0.114533,7,438
0,0,0,0,0,0,0,1,2,0,0,4,0,0,1,0,-0.436164,7,440
0,0,0,0,0,0,1,0,0,1,1,3,0,0,2,0,0.754190,7,442
1,0,0,0,0,0,0,0,0,1,1,3,0,0,2,0,0.750592,7,444
0,1,0,0,0,0,0,0,0,1,1,3,0,0,2,0,0.952523,7,446
0,0,1,0,0,0,0,0,0,1,1,3,0,0,2,0,0.809503,7,448
0,0,0,1,0,0,0,0,0,1,1,3,0,0,2,0,0.488540,7,450
0,0,0,0,1,0,0,0,0,1,1,3,0,0,2,0,0.975191,7,452
0,0,0,0,0,1,0,0,0,1,1,3,0,0,2,0,1.046651,7,454
0,0,0,0,0,0,0,1,0,1,1,3,0,0,2,0,0.440702,7,457
0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,2,0.848245,7,463
0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,2,-0.282324,7,466
0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,2,0.628502,7,468
0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,2,0.591360,7,470
0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,2,0.093389,7,472
0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,2,-0.476038,7,474
0,0,0,0,1,0,0,0,0,1,2,0,1,1,2,0,0.370425,7,476
1,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0,0.523148,7,478
0,1,0,0,0,0,0,0,0,1,2,0,1,1,2,0,0.627242,7,480
0,0,1,0,0,0,0,0,0,1,2,0,1,1,2,0,0.344846,7,482
0,0,0,1,0,0,0,0,0,1,2,0,1,1,2,0,-1.030693,7,484
0,0,0,0,0,1,0,0,0,1,2,0,1,1,2,0,0.158630,7,487
0,0,0,0,0,0,1,0,0,1,2,0,1,1,2,0,-0.381569,7,489
0,0,0,0,0,0,0,1,0,1,2,0,1,1,2,0,-1.143363,7,491
0,0,0,0,0,0,1,0,3,1,0,1,0,0,1,1,-0.471127,7,493
1,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0.078204,7,495
0,1,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0.236902,7,497
0,0,1,0,0,0,0,0,3,1,0,1,0,0,1,1,-0.060123,7,499
0,0,0,0,1,0,0,0,3,1,0,1,0,0,1,1,0.032059,7,503
0,0,0,0,0,1,0,0,3,1,0,1,0,0,1,1,-0.021771,7,505
1,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0.453250,7,510
0,1,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0.391517,7,513
0,0,1,0,0,0,0,0,1,3,0,0,0,3,0,0,0.284171,7,515
0,0,0,1,0,0,0,0,1,3,0,0,0,3,0,0,-1.448835,7,517
0,0,0,0,1,0,0,0,1,3,0,0,0,3,0,0,0.198550,7,519
0,0,0,0,0,1,0,0,1,3,0,0,0,3,0,0,-0.141175,7,521
0,0,0,0,0,0,1,0,1,3,0,0,0,3,0,0,-0.666683,7,523
0,0,0,0,0,0,0,1,1,3,0,0,0,3,0,0,-1.572982,7,525
0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,2,0.505436,7,527
1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,2,0.484861,7,529
0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,2,0.276210,7,532
0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,2,-0.953745,7,534
0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,2,0.225980,7,536
0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,2,0.044890,7,538
0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,2,-0.470638,7,540
0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,2,-0.983534,7,542
1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0.677748,7,544
0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0.619856,7,547
0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0.479156,7,549
0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,-0.855006,7,551
0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0.403594,7,553
0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0.158866,7,555
0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,-0.257463,7,557
0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,-0.872986,7,559
0,0,0,0,0,0,0,1,3,3,0,0,1,0,0,0,-2.397451,7,561
1,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0.287312,7,563
0,1,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0.301195,7,565
0,0,1,0,0,0,0,0,3,3,0,0,1,0,0,0,-0.031718,7,567
0,0,0,1,0,0,0,0,3,3,0,0,1,0,0,0,-2.140229,7,569
0,0,0,0,1,0,0,0,3,3,0,0,1,0,0,0,-0.031679,7,571
